,Quarter,year,id_project,category,ESRR,SPR,REGION,SECTOR,Sector_1,Region_1,Operation_Type,Stage,Approval
188,Q1 2020,2020,HA-L9087,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Fully Disbursed,08/28/19
189,Q1 2020,2020,HA-L9089,A,4.High,Unsatisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,11/06/2020
190,Q1 2020,2020,HA-L9089B,B,4.High,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation Closed,12/02/2020
191,Q1 2020,2020,HA-L9094,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,12/11/2019
192,Q1 2020,2020,HA-L9095,B,3.Substantial,Partially Satisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,12/02/2019
193,Q1 2020,2020,HA-L9096,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,12/02/2020
194,Q1 2020,2020,HA-L9097,B,3.Substantial,Partially Unsatisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,12/09/2020
195,Q1 2020,2020,HA-L9098,A,4.High,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/12/2018
196,Q1 2020,2020,HA-L9099,A,4.High,Unsatisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation Closed,06/15/20
197,Q1 2020,2020,HA-L9900,B,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/14/10
198,Q1 2020,2020,HA-L9903,B,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/13/13
199,Q1 2020,2020,HA-L9904,B,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/28/12
200,Q1 2020,2020,HA-L9906,A,4.High,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/01/2012
201,Q1 2020,2020,HA-L9907,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,03/20/18
202,Q1 2020,2020,HA-L9926,C,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,11/25/15
203,Q1 2020,2020,HA-L9933,C,1.Low,{Not Set},AAN,INT,INT,AAN,Loan Operation,Operation in Disbursing,09/25/19
204,Q1 2020,2020,HA-L9935,B,4.High,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,09/20/19
205,Q1 2020,2020,HA-L9937,C,3.Substantial,Partially Satisfactory,AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,06/19/20
206,Q1 2020,2020,HA-L9939,C,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Fully Disbursed,06/15/20
207,Q1 2020,2020,HA-L9940,B,4.High,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/14/10
208,Q1 2020,2020,HA-X9002,C,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Investment Grants,Operation in Disbursing,10/27/10
209,Q1 2020,2020,HO-G9006,B,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,06/27/18
210,Q1 2020,2020,HO-G9247,B,2.Moderate,{Not Set},AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,11/28/18
211,Q1 2020,2020,HO-G9248,C,2.Moderate,Satisfactory,AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,12/12/2018
212,Q1 2020,2020,HO-G9249,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,11/27/19
213,Q1 2020,2020,HO-G9250,B,1.Low,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,06/27/18
214,Q1 2020,2020,HO-G9252,B,3.Substantial,{Not Set},AAN,CSD,CSD,AAN,Investment Grants,Operation in Disbursing,06/27/18
215,Q1 2020,2020,HO-G9259,B,3.Substantial,{Not Set},AAN,IFD,IFD,AAN,Investment Grants,Operation in Disbursing,06/26/20
216,Q1 2020,2020,HO-L9037,B,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,07/01/2020
217,Q1 2020,2020,HO-L9039,B,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation Closed,10/27/10
218,Q1 2020,2020,HO-L9069,B,3.Substantial,{Not Set},AAN,INE,INE,AAN,Loan Operation,Fully Disbursed,04/17/13
219,Q1 2020,2020,HO-L9093,B,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,11/27/19
220,Q1 2020,2020,HO-L9200,B,3.Substantial,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,12/05/2012
221,Q1 2020,2020,HO-L9202,B,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,11/14/12
222,Q1 2020,2020,HO-L9209,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,12/13/13
223,Q1 2020,2020,HO-L9299,C,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,01/01/2013
224,Q1 2020,2020,HO-L9902,B,2.Moderate,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/16/13
225,Q1 2020,2020,HO-L9904,B,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/19/14
226,Q1 2020,2020,HO-L9905,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Fully Disbursed,06/24/15
227,Q1 2020,2020,HO-L9908,C,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,09/01/2016
228,Q1 2020,2020,HO-L9929,B,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,08/03/2016
229,Q1 2020,2020,HO-L9979,B,3.Substantial,Partially Satisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,01/25/17
230,Q1 2020,2020,HO-L9986,B,4.High,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,02/08/2017
231,Q1 2020,2020,HO-L9987,B,3.Substantial,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,10/25/17
232,Q1 2020,2020,HO-L9988,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,11/08/2017
233,Q1 2020,2020,HO-L9994,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,11/14/18
234,Q1 2020,2020,HO-L9995,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,09/05/2018
235,Q1 2020,2020,HO-L9997,B,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Fully Disbursed,09/19/18
236,Q1 2020,2020,HO-L9999,B,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,10/26/18
237,Q1 2020,2020,JA-G9002,C,1.Low,{Not Set},CAR,CSD,CSD,CAR,Investment Grants,Operation in Disbursing,03/21/19
238,Q1 2020,2020,JA-G9003,B,1.Low,{Not Set},CAR,INE,INE,CAR,Investment Grants,Operation in Disbursing,02/28/19
239,Q1 2020,2020,JA-G9005,C,2.Moderate,{Not Set},CAR,SCL,SCL,CAR,Investment Grants,Operation in Disbursing,05/22/19
240,Q1 2020,2020,JA-G9009,C,1.Low,{Not Set},CAR,CSD,CSD,CAR,Investment Grants,Operation in Disbursing,11/27/19
241,Q1 2020,2020,JA-L9035,B,2.Moderate,{Not Set},CAR,INE,INE,CAR,Loan Operation,Operation in Disbursing,06/26/19
242,Q1 2020,2020,JA-L9043,C,2.Moderate,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,08/28/19
243,Q1 2020,2020,JA-L9046,C,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,07/02/2019
244,Q1 2020,2020,JA-L9048,C,1.Low,{Not Set},CAR,CSD,CSD,CAR,Loan Operation,Operation in Disbursing,03/11/2020
245,Q1 2020,2020,JA-L9049,B,2.Moderate,{Not Set},CAR,SCL,SCL,CAR,Loan Operation,Operation in Disbursing,11/27/19
246,Q1 2020,2020,JA-L9053,C,1.Low,{Not Set},CAR,SCL,SCL,CAR,Loan Operation,Operation in Disbursing,12/09/2020
247,Q1 2020,2020,JA-L9056,B,2.Moderate,{Not Set},CAR,INE,INE,CAR,Loan Operation,Fully Disbursed,05/11/2020
248,Q1 2020,2020,JA-L9072,C,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,05/18/20
249,Q1 2020,2020,JA-L9073,C,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,10/21/20
250,Q1 2020,2020,JA-L9074,B,2.Moderate,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,12/06/2018
251,Q1 2020,2020,JA-L9075,B13,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,05/03/2018
252,Q1 2020,2020,JA-L9079,C,1.Low,{Not Set},CAR,SCL,SCL,CAR,Loan Operation,Operation in Disbursing,11/17/11
253,Q1 2020,2020,JA-L9085,B13,2.Moderate,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,12/05/2012
254,Q1 2020,2020,JA-X9007,C,1.Low,{Not Set},CAR,IFD,IFD,CAR,Investment Grants,Operation in Disbursing,05/21/14
255,Q1 2020,2020,JK-G9005,B,3.Substantial,{Not Set},AAN,CSD,CSD,AAN,Investment Grants,Fully Disbursed,07/26/18
256,Q1 2020,2020,JK-G9007,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,09/25/19
257,Q1 2020,2020,JK-L9039,B,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,05/27/20
258,Q1 2020,2020,JK-L9087,B,3.Substantial,Satisfactory,AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,06/03/2020
259,Q1 2020,2020,JK-L9095,B,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,01/15/20
260,Q1 2020,2020,JK-L9096,B13,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,01/30/20
261,Q1 2020,2020,JK-L9963,B,3.Substantial,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Fully Disbursed,11/23/09
262,Q1 2020,2020,JK-L9965,B,3.Substantial,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,12/11/2015
263,Q1 2020,2020,JK-L9969,B,3.Substantial,{Not Set},AAN,INE,INE,AAN,Loan Operation,Fully Disbursed,12/07/2016
264,Q1 2020,2020,JK-X9005,B13,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,02/07/2019
265,Q1 2020,2020,ME-G9002,B13,3.Substantial,Satisfactory,AAN,IFD,IFD,AAN,Investment Grants,Operation in Disbursing,12/09/2020
266,Q1 2020,2020,ME-G9005,B13,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,07/12/2013
267,Q1 2020,2020,ME-G9006,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Investment Grants,Operation in Disbursing,12/11/2009
268,Q1 2020,2020,ME-G9092,B,2.Moderate,{Not Set},AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,06/21/12
269,Q1 2020,2020,ME-L9256,B,1.Low,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation Closed,07/03/2014
270,Q1 2020,2020,ME-L9258,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,12/03/2014
271,Q1 2020,2020,ME-L9259,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation Closed,12/14/16
272,Q1 2020,2020,ME-L9267,B,2.Moderate,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,10/26/16
273,Q1 2020,2020,ME-L9284,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation Closed,11/16/16
274,Q1 2020,2020,ME-L9290,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,11/16/18
275,Q1 2020,2020,ME-L9942,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation Closed,06/25/14
276,Q1 2020,2020,ME-L9948,B13,3.Substantial,Satisfactory,AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,11/08/2010
277,Q1 2020,2020,ME-L9962,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,07/31/13
278,Q1 2020,2020,ME-L9976,B,2.Moderate,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation Closed,08/30/17
279,Q1 2020,2020,ME-X9099,C,2.Moderate,{Not Set},AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,11/13/19
280,Q1 2020,2020,NI-G9002,B,4.High,Partially Satisfactory,AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,12/02/2008
281,Q1 2020,2020,NI-G9005,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation Closed,12/14/11
282,Q1 2020,2020,NI-G9006,A,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,04/28/10
283,Q1 2020,2020,NI-G9007,A,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Investment Grants,Fully Disbursed,08/02/2011
284,Q1 2020,2020,NI-G9008,A,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,06/19/13
285,Q1 2020,2020,NI-G9020,B,3.Substantial,Satisfactory,AAN,INT,INT,AAN,Investment Grants,Operation in Disbursing,09/13/12
286,Q1 2020,2020,NI-G9022,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Fully Disbursed,11/28/12
287,Q1 2020,2020,NI-G9029,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,11/20/13
288,Q1 2020,2020,NI-L9033,B13,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation Closed,11/27/13
289,Q1 2020,2020,NI-L9080,B13,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation Closed,12/14/15
290,Q1 2020,2020,NI-L9082,B,3.Substantial,Partially Satisfactory,AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,10/28/15
291,Q1 2020,2020,NI-L9083,B,3.Substantial,Partially Satisfactory,AAN,INT,INT,AAN,Loan Operation,Operation in Disbursing,12/17/14
292,Q1 2020,2020,NI-L9087,A,4.High,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,10/25/17
293,Q1 2020,2020,NI-L9090,B,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,10/03/2018
294,Q1 2020,2020,NI-L9092,B,4.High,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,09/19/18
295,Q1 2020,2020,NI-L9094,A,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/01/2017
296,Q1 2020,2020,NI-L9095,B,2.Moderate,Satisfactory,AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,10/25/17
297,Q1 2020,2020,NI-L9097,A,4.High,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Fully Disbursed,07/02/2019
298,Q1 2020,2020,NI-L9099,B,4.High,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,10/18/19
299,Q1 2020,2020,NI-L9943,B,4.High,Partially Unsatisfactory,AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,12/06/2018
300,Q1 2020,2020,NI-L9945,B,2.Moderate,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/07/2018
301,Q1 2020,2020,OC-G9002,C,1.Low,{Not Set},NAC,CSD,CSD,NAC,Investment Grants,Operation in Disbursing,11/30/18
302,Q1 2020,2020,OC-G9003,C,2.Moderate,{Not Set},NAC,INE,INE,NAC,Investment Grants,Operation in Disbursing,08/03/2017
303,Q1 2020,2020,OC-L9026,C,2.Moderate,Partially Satisfactory,NAC,CSD,CSD,NAC,Loan Operation,Operation Closed,07/16/18
304,Q1 2020,2020,OC-L9039,B13,2.Moderate,{Not Set},NAC,INE,INE,NAC,Loan Operation,Operation Closed,12/12/2019
305,Q1 2020,2020,OC-L9067,B,2.Moderate,Partially Satisfactory,NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,12/04/2019
306,Q1 2020,2020,OC-L9068,B,2.Moderate,{Not Set},NAC,CSD,CSD,NAC,Loan Operation,Operation Closed,07/14/20
307,Q1 2020,2020,OC-L9079,B,3.Substantial,Satisfactory,NAC,CSD,CSD,NAC,Loan Operation,Fully Disbursed,12/01/2010
308,Q1 2020,2020,OC-L9079B,B,1.Low,Satisfactory,NAC,INE,INE,NAC,Loan Operation,Fully Disbursed,11/22/10
309,Q1 2020,2020,OC-L9084,B,3.Substantial,Partially Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/03/2014
310,Q1 2020,2020,OC-L9243,B13,2.Moderate,{Not Set},NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,12/02/2015
311,Q1 2020,2020,OC-L9247,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,09/01/2016
312,Q1 2020,2020,OC-L9248,B13,2.Moderate,Partially Satisfactory,NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,09/21/15
313,Q1 2020,2020,OC-L9249,B13,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,10/19/16
314,Q1 2020,2020,OC-L9252,B13,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,11/23/16
315,Q1 2020,2020,OC-L9254,C,2.Moderate,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,12/14/16
316,Q1 2020,2020,OC-L9255,B,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,09/05/2018
317,Q1 2020,2020,OC-L9257,B,2.Moderate,{Not Set},NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,04/25/18
318,Q1 2020,2020,OC-L9258,B,2.Moderate,{Not Set},NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/13/17
319,Q1 2020,2020,OC-L9259,C,1.Low,{Not Set},NAC,INT,INT,NAC,Loan Operation,Operation in Disbursing,04/01/2020
320,Q1 2020,2020,OC-L9260,B,3.Substantial,Partially Satisfactory,NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,10/03/2018
321,Q1 2020,2020,OC-L9266,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,12/12/2018
322,Q1 2020,2020,OC-L9267,B,2.Moderate,{Not Set},NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/04/2019
323,Q1 2020,2020,OC-L9272,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,12/11/2019
324,Q1 2020,2020,OC-L9273,B,3.Substantial,Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/11/2019
325,Q1 2020,2020,OC-L9274,B,2.Moderate,{Not Set},NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,10/14/20
326,Q1 2020,2020,OC-L9279,B,3.Substantial,Partially Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/11/2019
327,Q1 2020,2020,OC-L9280,B13,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,07/08/2020
328,Q1 2020,2020,OC-L9282,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,07/23/20
329,Q1 2020,2020,OC-L9285,B13,3.Substantial,Partially Satisfactory,NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,09/09/2014
330,Q1 2020,2020,OC-L9288,B,4.High,{Not Set},NAC,CSD,CSD,NAC,Loan Operation,Fully Disbursed,12/11/2014
331,Q1 2020,2020,OC-L9289,B13,4.High,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation Closed,10/13/17
332,Q1 2020,2020,OC-L9292,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Fully Disbursed,12/12/2019
333,Q1 2020,2020,OC-L9293,B,3.Substantial,Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,11/17/11
334,Q1 2020,2020,OC-L9295,B,3.Substantial,Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,06/18/14
335,Q1 2020,2020,OC-L9302,C,1.Low,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,12/13/13
336,Q1 2020,2020,OC-L9306,B,3.Substantial,Satisfactory,NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,12/11/2014
337,Q1 2020,2020,OC-L9307,B,3.Substantial,Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,11/14/18
338,Q1 2020,2020,OC-L9309,C,1.Low,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,10/21/15
339,Q1 2020,2020,OC-L9390,C,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,11/22/17
340,Q1 2020,2020,OC-L9392,B13,1.Low,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,06/29/17
341,Q1 2020,2020,OC-L9906,B,4.High,Partially Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation Closed,10/31/18
342,Q1 2020,2020,OC-L9909,B,2.Moderate,{Not Set},NAC,CSD,CSD,NAC,Loan Operation,Operation Closed,09/17/19
343,Q1 2020,2020,OC-L9929,A,3.Substantial,Partially Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/13/13
344,Q1 2020,2020,OC-L9933,B,3.Substantial,Partially Unsatisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,05/29/14
345,Q1 2020,2020,OC-L9936,B,2.Moderate,Partially Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/19/14
346,Q1 2020,2020,OC-L9939,B,2.Moderate,{Not Set},NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,10/18/17
347,Q1 2020,2020,OC-L9940,B,3.Substantial,Partially Unsatisfactory,NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,05/29/14
348,Q1 2020,2020,OC-L9944,B,3.Substantial,Partially Unsatisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,10/18/17
349,Q1 2020,2020,OC-L9945,C,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,09/27/17
350,Q1 2020,2020,OC-L9948,B,3.Substantial,Partially Satisfactory,NAC,CSD,CSD,NAC,Loan Operation,Fully Disbursed,04/18/18
351,Q1 2020,2020,OC-L9949,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,05/15/20
352,Q1 2020,2020,OC-L9954,B13,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,09/23/20
353,Q1 2020,2020,OC-L9956,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Fully Disbursed,06/30/20
354,Q1 2020,2020,OC-L9957,B,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,05/15/12
355,Q1 2020,2020,OC-L9958,B,3.Substantial,Partially Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/16/14
356,Q1 2020,2020,OC-L9959,B,3.Substantial,Partially Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,09/07/2016
357,Q1 2020,2020,OC-L9959B,B,2.Moderate,{Not Set},NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,09/07/2016
358,Q1 2020,2020,OC-L9962,B,3.Substantial,Partially Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,09/07/2016
359,Q1 2020,2020,OC-L9979,B,2.Moderate,Partially Satisfactory,NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,12/01/2017
360,Q1 2020,2020,OC-L9980,B,3.Substantial,Partially Unsatisfactory,NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,07/27/18
361,Q1 2020,2020,OC-L9989,B13,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,03/27/19
362,Q1 2020,2020,OC-L9995,B,3.Substantial,Partially Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,10/29/14
363,Q1 2020,2020,OC-L9996,C,1.Low,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,06/17/15
364,Q1 2020,2020,OC-L9998,B,2.Moderate,{Not Set},NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,11/26/14
365,Q1 2020,2020,OC-L9999,A,2.Moderate,{Not Set},NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/09/2015
366,Q1 2020,2020,PN-G9003,B,4.High,Unsatisfactory,AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,11/10/2015
367,Q1 2020,2020,PN-G9004,B,3.Substantial,Partially Unsatisfactory,AAN,SCL,SCL,AAN,Investment Grants,Operation Closed,09/07/2016
368,Q1 2020,2020,PN-G9007,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,06/23/16
369,Q1 2020,2020,PN-L9047,B,3.Substantial,Partially Unsatisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/23/16
370,Q1 2020,2020,PN-L9072,B,3.Substantial,Partially Satisfactory,AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,11/29/17
371,Q1 2020,2020,PN-L9093,B,2.Moderate,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,07/31/20
372,Q1 2020,2020,PN-L9095,C,2.Moderate,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/11/2020
373,Q1 2020,2020,PN-L9905,B,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,09/19/18
374,Q1 2020,2020,PN-L9907,B,2.Moderate,{Not Set},AAN,INT,INT,AAN,Loan Operation,Operation in Disbursing,02/01/2006
375,Q1 2020,2020,PN-L9909,B,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/03/2014
376,Q1 2020,2020,PN-L9929,B,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,08/30/12
377,Q1 2020,2020,PN-L9943,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,07/24/12
378,Q1 2020,2020,PN-L9946,B,3.Substantial,Satisfactory,AAN,CSD,CSD,AAN,Loan Operation,Fully Disbursed,11/27/13
