Quarter,year,id_project,category,ESRR,SPR,REGION,SECTOR
Q1 2020,2020,OC-L9936,B,2.Moderate,Partially Satisfactory,NAC,INE
Q1 2020,2020,OC-L9939,B,2.Moderate,{Not Set},NAC,INE
Q1 2020,2020,OC-L9940,B,3.Substantial,Partially Unsatisfactory,NAC,CSD
Q1 2020,2020,OC-L9944,B,3.Substantial,Partially Unsatisfactory,NAC,INE
Q1 2020,2020,OC-L9945,C,2.Moderate,{Not Set},NAC,IFD
Q1 2020,2020,OC-L9948,B,3.Substantial,Partially Satisfactory,NAC,CSD
Q1 2020,2020,OC-L9949,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,OC-L9954,B13,2.Moderate,{Not Set},NAC,IFD
Q1 2020,2020,OC-L9956,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,OC-L9957,B,2.Moderate,{Not Set},NAC,IFD
Q1 2020,2020,OC-L9958,B,3.Substantial,Partially Satisfactory,NAC,INE
Q1 2020,2020,OC-L9959,B,3.Substantial,Partially Satisfactory,NAC,INE
Q1 2020,2020,OC-L9959B,B,2.Moderate,{Not Set},NAC,CSD
Q1 2020,2020,OC-L9962,B,3.Substantial,Partially Satisfactory,NAC,INE
Q1 2020,2020,OC-L9979,B,2.Moderate,Partially Satisfactory,NAC,CSD
Q1 2020,2020,OC-L9980,B,3.Substantial,Partially Unsatisfactory,NAC,SCL
Q1 2020,2020,OC-L9989,B13,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,OC-L9995,B,3.Substantial,Partially Satisfactory,NAC,INE
Q1 2020,2020,OC-L9996,C,1.Low,{Not Set},NAC,SCL
Q1 2020,2020,OC-L9998,B,2.Moderate,{Not Set},NAC,CSD
Q1 2020,2020,OC-L9999,A,2.Moderate,{Not Set},NAC,INE
Q1 2020,2020,PN-G9003,B,4.High,Unsatisfactory,AAN,INE
Q1 2020,2020,PN-G9004,B,3.Substantial,Partially Unsatisfactory,AAN,SCL
Q1 2020,2020,PN-G9007,C,2.Moderate,{Not Set},AAN,SCL
Q1 2020,2020,PN-L9047,B,3.Substantial,Partially Unsatisfactory,AAN,INE
Q1 2020,2020,PN-L9072,B,3.Substantial,Partially Satisfactory,AAN,SCL
Q1 2020,2020,PN-L9093,B,2.Moderate,Partially Satisfactory,AAN,INE
Q1 2020,2020,PN-L9095,C,2.Moderate,{Not Set},AAN,INE
Q1 2020,2020,PN-L9905,B,2.Moderate,{Not Set},AAN,SCL
Q1 2020,2020,PN-L9907,B,2.Moderate,{Not Set},AAN,INT
Q1 2020,2020,PN-L9909,B,3.Substantial,Partially Satisfactory,AAN,INE
Q1 2020,2020,PN-L9929,B,3.Substantial,Satisfactory,AAN,INE
Q1 2020,2020,PN-L9943,C,2.Moderate,{Not Set},AAN,SCL
Q1 2020,2020,PN-L9946,B,3.Substantial,Satisfactory,AAN,CSD
Q1 2020,2020,PN-L9947,A,4.High,Unsatisfactory,AAN,INE
Q1 2020,2020,PN-L9948,B,3.Substantial,{Not Set},AAN,INE
Q1 2020,2020,PN-L9949,B13,1.Low,{Not Set},AAN,IFD
Q1 2020,2020,PN-L9950,B,3.Substantial,{Not Set},AAN,INE
Q1 2020,2020,PN-L9953,C,1.Low,{Not Set},AAN,SCL
Q1 2020,2020,PN-L9954,B,3.Substantial,{Not Set},AAN,CSD
Q1 2020,2020,PN-L9955,B,3.Substantial,{Not Set},AAN,INE
Q1 2020,2020,PN-L9957,B,2.Moderate,{Not Set},AAN,SCL
Q1 2020,2020,PN-L9994,C,1.Low,{Not Set},AAN,IFD
Q1 2020,2020,PN-L9995,B,3.Substantial,Partially Unsatisfactory,AAN,SCL
Q1 2020,2020,PN-L9997,C,2.Moderate,{Not Set},AAN,IFD
Q1 2020,2020,PN-X9099,B,2.Moderate,{Not Set},AAN,IFD
Q1 2020,2020,PP-G9003,A,3.Substantial,{Not Set},LATAM,CSD
Q1 2020,2020,PP-L9026,A,4.High,Unsatisfactory,LATAM,CSD
Q1 2020,2020,PP-L9058,B,3.Substantial,Partially Satisfactory,LATAM,INE
Q1 2020,2020,PP-L9090,A,1.Low,{Not Set},LATAM,INE
Q1 2020,2020,PP-L9092,B,3.Substantial,Partially Satisfactory,LATAM,INE
Q1 2020,2020,PP-L9222,C,1.Low,{Not Set},LATAM,IFD
Q1 2020,2020,PP-L9224,B,2.Moderate,{Not Set},LATAM,IFD
Q1 2020,2020,PP-L9226,B,2.Moderate,{Not Set},LATAM,INE
Q1 2020,2020,PP-L9227,C,3.Substantial,Satisfactory,LATAM,SCL
Q1 2020,2020,PP-L9228,B,3.Substantial,{Not Set},LATAM,SCL
Q1 2020,2020,PP-L9229,B,2.Moderate,{Not Set},LATAM,CSD
Q1 2020,2020,PP-L9230,C,1.Low,{Not Set},LATAM,IFD
Q1 2020,2020,PP-L9232,A,3.Substantial,{Not Set},LATAM,CSD
Q1 2020,2020,PP-L9238,B,3.Substantial,{Not Set},LATAM,INE
Q1 2020,2020,PP-L9239,C,1.Low,{Not Set},LATAM,IFD
Q1 2020,2020,PP-L9239B,C,1.Low,{Not Set},LATAM,IFD
Q1 2020,2020,PP-L9240,C,2.Moderate,{Not Set},LATAM,IFD
Q1 2020,2020,PP-L9244,B13,1.Low,{Not Set},LATAM,IFD
Q1 2020,2020,PP-L9246,B,3.Substantial,{Not Set},LATAM,CSD
Q1 2020,2020,PP-L9247,C,1.Low,{Not Set},LATAM,IFD
Q1 2020,2020,PP-L9906,C,1.Low,{Not Set},LATAM,IFD
Q1 2020,2020,PP-L9922,C,1.Low,{Not Set},LATAM,CSD
Q1 2020,2020,PP-L9925,B,2.Moderate,{Not Set},LATAM,CSD
Q1 2020,2020,PP-L9930,C,2.Moderate,{Not Set},LATAM,IFD
Q1 2020,2020,PP-L9932,C,2.Moderate,{Not Set},LATAM,IFD
Q1 2020,2020,PP-L9935,B,3.Substantial,Partially Satisfactory,LATAM,INE
Q1 2020,2020,PP-L9947,A,3.Substantial,Partially Unsatisfactory,LATAM,INE
Q1 2020,2020,PP-L9952,C,1.Low,{Not Set},LATAM,SCL
Q1 2020,2020,PP-L9953,B,2.Moderate,{Not Set},LATAM,INE
Q1 2020,2020,PP-L9959,A,3.Substantial,Partially Unsatisfactory,LATAM,INE
Q1 2020,2020,PP-L9959B,C,1.Low,{Not Set},LATAM,INT
Q1 2020,2020,PP-L9962,C,2.Moderate,{Not Set},LATAM,IFD
Q1 2020,2020,PP-L9969,B13,1.Low,{Not Set},LATAM,SCL
Q1 2020,2020,PP-L9979,C,1.Low,{Not Set},LATAM,IFD
Q1 2020,2020,PR-G9009,B,3.Substantial,Partially Unsatisfactory,NAC,INE
Q1 2020,2020,PR-L9029,B,3.Substantial,Satisfactory,NAC,INE
Q1 2020,2020,PR-L9044,B,4.High,Partially Satisfactory,NAC,INE
Q1 2020,2020,PR-L9050,B,1.Low,{Not Set},NAC,CSD
Q1 2020,2020,PR-L9058,B,3.Substantial,Partially Satisfactory,NAC,INE
Q1 2020,2020,PR-L9059,B,2.Moderate,{Not Set},NAC,SCL
Q1 2020,2020,PR-L9060,B,3.Substantial,Partially Unsatisfactory,NAC,INE
Q1 2020,2020,PR-L9066,C,1.Low,{Not Set},NAC,SCL
Q1 2020,2020,PR-L9069,C,1.Low,{Not Set},NAC,INT
Q1 2020,2020,PR-L9070,C,2.Moderate,{Not Set},NAC,IFD
Q1 2020,2020,PR-L9075,B,3.Substantial,Partially Unsatisfactory,NAC,INE
Q1 2020,2020,PR-L9077,B,2.Moderate,{Not Set},NAC,IFD
Q1 2020,2020,PR-L9080,A,3.Substantial,Partially Satisfactory,NAC,INE
Q1 2020,2020,PR-L9082,B,3.Substantial,Partially Satisfactory,NAC,CSD
Q1 2020,2020,PR-L9084,B,3.Substantial,Partially Unsatisfactory,NAC,INE
Q1 2020,2020,PR-L9086,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,PR-L9089,B13,2.Moderate,{Not Set},NAC,IFD
Q1 2020,2020,PR-L9092,B,3.Substantial,Partially Satisfactory,NAC,INE
Q1 2020,2020,PR-L9094,B,2.Moderate,{Not Set},NAC,INE
Q1 2020,2020,PR-L9095,B13,2.Moderate,{Not Set},NAC,IFD
Q1 2020,2020,PR-L9097,C,1.Low,{Not Set},NAC,SCL
Q1 2020,2020,PR-L9099,B,1.Low,Satisfactory,NAC,INE
Q1 2020,2020,PR-L9905,B,2.Moderate,{Not Set},NAC,INE
Q1 2020,2020,PR-L9939,C,1.Low,{Not Set},NAC,INT
Q1 2020,2020,PR-L9940,B13,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,PR-L9945,B,4.High,Partially Satisfactory,NAC,INE
Q1 2020,2020,PR-L9946,B13,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,PR-L9947,B,2.Moderate,{Not Set},NAC,CSD
Q1 2020,2020,PR-L9948,B,2.Moderate,{Not Set},NAC,CSD
Q1 2020,2020,PR-L9950,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,PR-L9952,A,4.High,Partially Satisfactory,NAC,CSD
Q1 2020,2020,PR-L9953,B,3.Substantial,{Not Set},NAC,IFD
Q1 2020,2020,PR-L9955,C,2.Moderate,{Not Set},NAC,CSD
Q1 2020,2020,PR-L9956,B,3.Substantial,Satisfactory,NAC,INE
Q1 2020,2020,PR-L9957,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,PR-L9958,C,1.Low,{Not Set},NAC,SCL
Q1 2020,2020,PR-L9959,B13,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,PR-L9962,C,2.Moderate,{Not Set},NAC,CSD
Q1 2020,2020,PR-L9963,B13,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,PR-L9964,B,3.Substantial,{Not Set},NAC,INE
Q1 2020,2020,PR-L9967,B,3.Substantial,{Not Set},NAC,SCL
Q1 2020,2020,PR-L9970,B13,2.Moderate,{Not Set},NAC,IFD
Q1 2020,2020,RE-G9002,B,2.Moderate,{Not Set},LATAM,INE
Q1 2020,2020,RE-G9007,B13,4.High,Satisfactory,LATAM,INE
Q1 2020,2020,RE-G9092,C,1.Low,{Not Set},LATAM,CSD
Q1 2020,2020,RE-G9093,C,1.Low,{Not Set},LATAM,SCL
Q1 2020,2020,RE-G9095,B,3.Substantial,{Not Set},LATAM,CSD
Q1 2020,2020,RE-G9098,C,2.Moderate,{Not Set},LATAM,SCL
Q1 2020,2020,RE-G9099,B13,2.Moderate,{Not Set},LATAM,CSD
Q1 2020,2020,RE-L9099,B,3.Substantial,Partially Satisfactory,LATAM,INE
Q1 2020,2020,RE-L9225,C,1.Low,{Not Set},LATAM,IFD
Q1 2020,2020,RE-L9228,B13,2.Moderate,{Not Set},LATAM,IFD
Q1 2020,2020,RE-L9229,C,1.Low,{Not Set},LATAM,SCL
Q1 2020,2020,RE-L9232,B,3.Substantial,Satisfactory,LATAM,INE
Q1 2020,2020,RE-L9234,A,4.High,Satisfactory,LATAM,INE
Q1 2020,2020,RE-L9236,C,1.Low,{Not Set},LATAM,IFD
Q1 2020,2020,RE-L9243,C,1.Low,{Not Set},LATAM,IFD
Q1 2020,2020,RE-L9249,C,1.Low,{Not Set},LATAM,INT
Q1 2020,2020,RE-L9250,C,2.Moderate,{Not Set},LATAM,SCL
Q1 2020,2020,RE-L9252,B13,2.Moderate,{Not Set},LATAM,SCL
Q1 2020,2020,RE-L9259,C,1.Low,{Not Set},LATAM,IFD
Q1 2020,2020,RE-L9902,C,2.Moderate,{Not Set},LATAM,IFD
Q1 2020,2020,RE-L9905,B,3.Substantial,Satisfactory,LATAM,INE
Q1 2020,2020,RE-L9909,C,1.Low,{Not Set},LATAM,INE
Q1 2020,2020,RE-L9925,B,3.Substantial,Partially Satisfactory,LATAM,CSD
Q1 2020,2020,RE-L9926,C,1.Low,{Not Set},LATAM,IFD
Q1 2020,2020,RE-L9933,B13,3.Substantial,Partially Satisfactory,LATAM,CSD
Q1 2020,2020,RE-L9938,C,1.Low,{Not Set},LATAM,INT
Q1 2020,2020,RE-L9939,C,1.Low,{Not Set},LATAM,INE
Q1 2020,2020,RE-L9940,C,1.Low,{Not Set},LATAM,IFD
Q1 2020,2020,RE-L9954,C,1.Low,{Not Set},LATAM,IFD
Q1 2020,2020,RE-L9955,B13,3.Substantial,Partially Satisfactory,LATAM,CSD
Q1 2020,2020,RE-L9956,B,3.Substantial,Satisfactory,LATAM,INE
Q1 2020,2020,RE-L9964,A,4.High,{Not Set},LATAM,IFD
Q1 2020,2020,RE-L9965,B13,3.Substantial,Partially Satisfactory,LATAM,CSD
Q1 2020,2020,RE-L9966,B13,3.Substantial,Satisfactory,LATAM,CSD
Q1 2020,2020,RE-L9969,B13,2.Moderate,Partially Satisfactory,LATAM,IFD
Q1 2020,2020,RE-L9999,B,3.Substantial,Satisfactory,LATAM,INE
Q1 2020,2020,RG-G9004,B13,3.Substantial,Partially Satisfactory,CAR,INE
Q1 2020,2020,RG-G9009,B13,3.Substantial,Partially Satisfactory,CAR,INE
Q1 2020,2020,RG-G9024,C,2.Moderate,{Not Set},LATAM,CSD
Q1 2020,2020,RG-G9025,C,2.Moderate,{Not Set},LATAM,CSD
Q1 2020,2020,RG-G9027,C,2.Moderate,{Not Set},LATAM,SCL
Q1 2020,2020,RG-G9090,C,1.Low,{Not Set},LATAM,INE
Q1 2020,2020,RG-G9093,B13,3.Substantial,{Not Set},CAR,INE
Q1 2020,2020,RG-L9074,C,4.High,Satisfactory,NAC,INE
Q1 2020,2020,RG-L9079,B13,3.Substantial,Partially Satisfactory,CAR,INE
Q1 2020,2020,RG-L9098,B13,3.Substantial,Partially Unsatisfactory,CAR,IFD
Q1 2020,2020,RG-L9924,B,3.Substantial,Satisfactory,NAC,INE
Q1 2020,2020,RG-L9926,B,2.Moderate,{Not Set},NAC,INT
Q1 2020,2020,RG-L9932,A,3.Substantial,{Not Set},LATAM,INE
Q1 2020,2020,RG-L9934,B,3.Substantial,{Not Set},NAC,INE
Q1 2020,2020,RG-L9939,B,3.Substantial,{Not Set},NAC,INE
Q1 2020,2020,RG-L9992,B13,3.Substantial,Partially Satisfactory,CAR,INE
Q1 2020,2020,RG-L9995,B13,3.Substantial,Satisfactory,NAC,IFD
Q1 2020,2020,RG-L9996,A,4.High,Satisfactory,NAC,INE
Q1 2020,2020,RG-X9992,C,1.Low,{Not Set},AAN,SCL
Q1 2020,2020,SU-G9004,B,2.Moderate,{Not Set},CAR,CSD
Q1 2020,2020,SU-G9009,C,2.Moderate,{Not Set},CAR,INE
Q1 2020,2020,SU-L9009,C,2.Moderate,{Not Set},CAR,INE
Q1 2020,2020,SU-L9020,B,2.Moderate,{Not Set},CAR,CSD
Q1 2020,2020,SU-L9038,B,1.Low,{Not Set},CAR,SCL
Q1 2020,2020,SU-L9039,B,2.Moderate,{Not Set},CAR,INE
Q1 2020,2020,SU-L9046,B,3.Substantial,Partially Satisfactory,CAR,CSD
Q1 2020,2020,SU-L9049,B13,1.Low,{Not Set},CAR,IFD
Q1 2020,2020,SU-L9050,C,2.Moderate,{Not Set},CAR,IFD
Q1 2020,2020,SU-L9052,B,2.Moderate,{Not Set},CAR,CSD
Q1 2020,2020,SU-L9054,B,2.Moderate,{Not Set},CAR,SCL
Q1 2020,2020,SU-L9055,B,4.High,{Not Set},CAR,INE
Q1 2020,2020,SU-L9056,C,1.Low,{Not Set},CAR,INT
Q1 2020,2020,SU-L9057,B,2.Moderate,{Not Set},CAR,INE
Q1 2020,2020,SU-L9058,B,2.Moderate,{Not Set},CAR,INE
Q1 2020,2020,SU-L9059,C,2.Moderate,{Not Set},CAR,SCL
Q1 2020,2020,TT-L9026,B,2.Moderate,Partially Satisfactory,CAR,INE
Q1 2020,2020,TT-L9034,C,1.Low,{Not Set},CAR,IFD
Q1 2020,2020,TT-L9038,C,1.Low,{Not Set},CAR,INT
Q1 2020,2020,TT-L9039,C,1.Low,{Not Set},CAR,SCL
Q1 2020,2020,TT-L9042,C,1.Low,{Not Set},CAR,IFD
Q1 2020,2020,TT-L9044,C,1.Low,{Not Set},CAR,INT
Q1 2020,2020,TT-L9098,B,2.Moderate,Satisfactory,CAR,INE
Q1 2020,2020,UR-L9038,B,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,UR-L9067,B,2.Moderate,{Not Set},NAC,INE
Q1 2020,2020,UR-L9083,C,1.Low,{Not Set},NAC,CSD
Q1 2020,2020,UR-L9084,B,2.Moderate,{Not Set},NAC,CSD
Q1 2020,2020,UR-L9087,C,1.Low,{Not Set},NAC,INE
Q1 2020,2020,UR-L9089,B13,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,UR-L9094,B,3.Substantial,Partially Satisfactory,NAC,INE
Q1 2020,2020,UR-L9096,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,UR-L9098,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,UR-L9907,B,2.Moderate,{Not Set},NAC,INE
Q1 2020,2020,UR-L9908,B13,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,UR-L9909,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,UR-L9935,B,1.Low,{Not Set},NAC,CSD
Q1 2020,2020,UR-L9936,B,3.Substantial,Satisfactory,NAC,INE
Q1 2020,2020,UR-L9940,B13,1.Low,{Not Set},NAC,INT
Q1 2020,2020,UR-L9942,B13,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,UR-L9943,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,UR-L9946,A,3.Substantial,Satisfactory,NAC,CSD
Q1 2020,2020,UR-L9947,B,1.Low,{Not Set},NAC,CSD
Q1 2020,2020,UR-L9949,B,2.Moderate,{Not Set},NAC,INE
Q1 2020,2020,UR-L9949B,C,1.Low,{Not Set},NAC,SCL
Q1 2020,2020,UR-L9950,C,1.Low,{Not Set},NAC,INT
Q1 2020,2020,UR-L9952,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,UR-L9953,B,2.Moderate,{Not Set},NAC,INE
Q1 2020,2020,UR-L9955,B,2.Moderate,{Not Set},NAC,CSD
Q1 2020,2020,UR-L9956,B13,1.Low,{Not Set},NAC,INT
Q1 2020,2020,UR-L9957,C,1.Low,{Not Set},NAC,CSD
Q1 2020,2020,UR-L9958,B13,2.Moderate,{Not Set},NAC,IFD
Q1 2020,2020,UR-L9959,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,UR-L9959B,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,UR-L9962,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,UR-L9969,C,1.Low,{Not Set},NAC,SCL
Q1 2020,2020,UR-L9990,B,1.Low,{Not Set},NAC,SCL
Q1 2020,2020,UR-L9992,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,UR-L9993,B,2.Moderate,{Not Set},NAC,CSD
Q1 2020,2020,UR-L9994,B,2.Moderate,{Not Set},NAC,INE
Q1 2020,2020,UR-L9995,B13,3.Substantial,Satisfactory,NAC,IFD
Q1 2020,2020,UR-L9996,B,1.Low,{Not Set},NAC,SCL
Q1 2020,2020,UR-L9999,B,2.Moderate,{Not Set},NAC,IFD
Q1 2020,2020,US-G9003,C,1.Low,{Not Set},NAC,CSD
Q1 2020,2020,US-G9004,B,3.Substantial,Partially Satisfactory,NAC,CSD
Q1 2020,2020,US-G9006,B,1.Low,{Not Set},NAC,INE
Q1 2020,2020,US-L9076,B,3.Substantial,Partially Satisfactory,NAC,CSD
Q1 2020,2020,US-L9224,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,US-L9227,A,2.Moderate,Satisfactory,NAC,INE
Q1 2020,2020,US-L9250,B13,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,US-L9255,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,US-L9272,B,3.Substantial,Partially Satisfactory,NAC,INE
Q1 2020,2020,US-L9282,B,3.Substantial,{Not Set},NAC,INE
Q1 2020,2020,US-L9289,B,3.Substantial,Satisfactory,NAC,CSD
Q1 2020,2020,US-L9290,B,2.Moderate,Partially Satisfactory,NAC,CSD
Q1 2020,2020,US-L9295,B,3.Substantial,Partially Satisfactory,NAC,INE
Q1 2020,2020,US-L9295B,B,2.Moderate,Partially Satisfactory,NAC,INE
Q1 2020,2020,US-L9297,A,3.Substantial,Satisfactory,NAC,INE
Q1 2020,2020,US-L9300,B,3.Substantial,Partially Satisfactory,NAC,CSD
Q1 2020,2020,US-L9327,B,2.Moderate,Partially Satisfactory,NAC,SCL
Q1 2020,2020,US-L9328,B,2.Moderate,{Not Set},NAC,SCL
Q1 2020,2020,US-L9329,B,2.Moderate,{Not Set},NAC,SCL
Q1 2020,2020,US-L9333,B,2.Moderate,{Not Set},NAC,INE
Q1 2020,2020,US-L9335,B,3.Substantial,{Not Set},NAC,INE
Q1 2020,2020,US-L9336,B,2.Moderate,Partially Satisfactory,NAC,INE
Q1 2020,2020,US-L9339,B,2.Moderate,{Not Set},NAC,IFD
Q1 2020,2020,US-L9343,B,2.Moderate,{Not Set},NAC,IFD
Q1 2020,2020,US-L9363,B,3.Substantial,Partially Satisfactory,NAC,INE
Q1 2020,2020,US-L9369,A,4.High,Partially Unsatisfactory,NAC,INE
Q1 2020,2020,US-L9372,B,4.High,Partially Satisfactory,NAC,SCL
Q1 2020,2020,US-L9373,B,3.Substantial,Satisfactory,NAC,INE
Q1 2020,2020,US-L9376,B,1.Low,{Not Set},NAC,SCL
Q1 2020,2020,US-L9377,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,US-L9386,B,3.Substantial,Partially Satisfactory,NAC,CSD
Q1 2020,2020,US-L9387,B,2.Moderate,{Not Set},NAC,IFD
Q1 2020,2020,US-L9389,B,1.Low,{Not Set},NAC,SCL
Q1 2020,2020,US-L9392,B,2.Moderate,{Not Set},NAC,SCL
Q1 2020,2020,US-L9395,B,2.Moderate,{Not Set},NAC,INE
Q1 2020,2020,US-L9402,B,2.Moderate,{Not Set},NAC,INE
Q1 2020,2020,US-L9405,B,2.Moderate,Partially Satisfactory,NAC,INE
Q1 2020,2020,US-L9406,B,2.Moderate,{Not Set},NAC,SCL
Q1 2020,2020,US-L9408,B,3.Substantial,Satisfactory,NAC,SCL
Q1 2020,2020,US-L9409,B,3.Substantial,Satisfactory,NAC,INE
Q1 2020,2020,US-L9422,B,3.Substantial,Partially Satisfactory,NAC,CSD
Q1 2020,2020,US-L9429,B,2.Moderate,{Not Set},NAC,SCL
Q1 2020,2020,US-L9429B,A,4.High,Partially Satisfactory,NAC,CSD
Q1 2020,2020,US-L9434,B,4.High,Partially Unsatisfactory,NAC,INE
Q1 2020,2020,US-L9445,B,3.Substantial,{Not Set},NAC,INE
Q1 2020,2020,US-L9487,A,4.High,Satisfactory,NAC,INE
Q1 2020,2020,US-L9490,B13,3.Substantial,Satisfactory,NAC,IFD
Q1 2020,2020,US-L9492,B,3.Substantial,{Not Set},NAC,INE
Q1 2020,2020,US-L9492B,B,4.High,Partially Satisfactory,NAC,CSD
Q1 2020,2020,US-L9494,B,2.Moderate,{Not Set},NAC,SCL
Q1 2020,2020,US-L9495,B,2.Moderate,Satisfactory,NAC,SCL
Q1 2020,2020,US-L9495B,B,2.Moderate,{Not Set},NAC,INE
Q1 2020,2020,US-L9497,B,3.Substantial,{Not Set},NAC,CSD
Q1 2020,2020,US-L9498,B13,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,US-L9499,B,2.Moderate,{Not Set},NAC,INE
Q1 2020,2020,US-L9499A,A,4.High,Partially Satisfactory,NAC,CSD
Q1 2020,2020,US-L9499B,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,US-L9500,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,US-L9502,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,US-L9503,B13,2.Moderate,{Not Set},NAC,INE
Q1 2020,2020,US-L9508,A,4.High,{Not Set},NAC,INE
Q1 2020,2020,US-L9509,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,US-L9520,B13,2.Moderate,{Not Set},NAC,CSD
Q1 2020,2020,US-L9524,B,4.High,{Not Set},NAC,INE
Q1 2020,2020,US-L9525,C,2.Moderate,{Not Set},NAC,IFD
Q1 2020,2020,US-L9526,B,3.Substantial,{Not Set},NAC,SCL
Q1 2020,2020,US-L9527,C,2.Moderate,{Not Set},NAC,IFD
Q1 2020,2020,US-L9528,C,2.Moderate,{Not Set},NAC,CSD
Q1 2020,2020,US-L9529,C,2.Moderate,{Not Set},NAC,CSD
Q1 2020,2020,#¡REF!,B13,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,US-L9532,B,3.Substantial,{Not Set},NAC,INE
Q1 2020,2020,US-L9533,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,US-L9534,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,US-L9536,B,2.Moderate,{Not Set},NAC,INE
Q1 2020,2020,US-L9596,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,US-L9597,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,US-L9598,C,2.Moderate,{Not Set},NAC,SCL
Q1 2020,2020,US-L9599,B,2.Moderate,{Not Set},NAC,SCL
Q1 2020,2020,#¡REF!,C,1.Low,{Not Set},NAC,IFD
Q1 2020,2020,US-L9960,B,3.Substantial,Partially Satisfactory,NAC,CSD
Q1 2020,2020,US-L9976,B,4.High,Unsatisfactory,NAC,CSD
Q1 2020,2020,US-L9997,B,4.High,Partially Satisfactory,NAC,CSD
Q1 2020,2020,ZN-L9029,C,4.High,Partially Satisfactory,LATAM,INE
Q1 2020,2020,ZN-L9033,B,4.High,Partially Satisfactory,LATAM,INE
Q1 2020,2020,ZN-L9097,C,2.Moderate,{Not Set},LATAM,SCL
Q1 2021,2021,BA-G9002,B,2.Moderate,{Not Set},CAR,INE
Q1 2021,2021,BA-L9025,A,3.Substantial,Satisfactory,CAR,INE
Q1 2021,2021,BA-L9032,C,1.Low,{Not Set},CAR,SCL
Q1 2021,2021,BA-L9033,B,3.Substantial,Partially Satisfactory,CAR,CSD
Q1 2021,2021,BA-L9034,B13,2.Moderate,{Not Set},CAR,IFD
Q1 2021,2021,BA-L9035,B,2.Moderate,{Not Set},CAR,INE
Q1 2021,2021,BA-L9043,B,3.Substantial,Satisfactory,CAR,INE
Q1 2021,2021,BA-L9046,C,1.Low,{Not Set},CAR,IFD
Q1 2021,2021,BA-L9059,B13,2.Moderate,{Not Set},CAR,IFD
Q1 2021,2021,BA-L9092,B,2.Moderate,Satisfactory,CAR,INE
Q1 2021,2021,BA-X9003,A,3.Substantial,Satisfactory,CAR,INE
Q1 2021,2021,BH-L9033,C,2.Moderate,{Not Set},CAR,IFD
Q1 2021,2021,BH-L9035,C,1.Low,{Not Set},CAR,IFD
Q1 2021,2021,BH-L9037,C,2.Moderate,{Not Set},CAR,SCL
Q1 2021,2021,BH-L9043,B,2.Moderate,{Not Set},CAR,CSD
Q1 2021,2021,BH-L9045,C,1.Low,{Not Set},CAR,IFD
Q1 2021,2021,BH-L9046,B13,1.Low,{Not Set},CAR,IFD
Q1 2021,2021,BH-L9048,B,3.Substantial,Satisfactory,CAR,INE
Q1 2021,2021,BH-L9049,B,3.Substantial,Satisfactory,CAR,INE
Q1 2021,2021,#¡REF!,B13,1.Low,{Not Set},CAR,IFD
Q1 2021,2021,BH-L9055,C,2.Moderate,{Not Set},CAR,SCL
Q1 2021,2021,BL-G9003,C,1.Low,{Not Set},AAN,SCL
Q1 2021,2021,BL-G9004,C,2.Moderate,{Not Set},AAN,SCL
Q1 2021,2021,BL-J0002,C,2.Moderate,{Not Set},AAN,SCL
Q1 2021,2021,BL-L9020,B,2.Moderate,{Not Set},AAN,CSD
